,영화명,개봉일,매출액,관객수,스크린수,상영횟수,배급사,영화코드,장르,감독,기사수,배우,관객평점,링크,개봉이전_날짜,개봉이전_스크린수,개봉이전_상영횟수,개봉이전_매출액,개봉이전_관객수,개봉이전_누적매출액,개봉이전_누적관객수,개봉이전_순위,개봉1일_날짜,개봉1일_스크린수,개봉1일_상영횟수,개봉1일_매출액,개봉1일_관객수,개봉1일_누적매출액,개봉1일_누적관객수,개봉1일_순위,개봉2일_날짜,개봉2일_스크린수,개봉2일_상영횟수,개봉2일_매출액,개봉2일_관객수,개봉2일_누적매출액,개봉2일_누적관객수,개봉2일_순위,개봉3일_날짜,개봉3일_스크린수,개봉3일_상영횟수,개봉3일_매출액,개봉3일_관객수,개봉3일_누적매출액,개봉3일_누적관객수,개봉3일_순위,개봉4일_날짜,개봉4일_스크린수,개봉4일_상영횟수,개봉4일_매출액,개봉4일_관객수,개봉4일_누적매출액,개봉4일_누적관객수,개봉4일_순위,개봉5일_날짜,개봉5일_스크린수,개봉5일_상영횟수,개봉5일_매출액,개봉5일_관객수,개봉5일_누적매출액,개봉5일_누적관객수,개봉5일_순위,개봉6일_날짜,개봉6일_스크린수,개봉6일_상영횟수,개봉6일_매출액,개봉6일_관객수,개봉6일_누적매출액,개봉6일_누적관객수,개봉6일_순위,개봉7일_날짜,개봉7일_스크린수,개봉7일_상영횟수,개봉7일_매출액,개봉7일_관객수,개봉7일_누적매출액,개봉7일_누적관객수,개봉7일_순위,개봉8일_날짜,개봉8일_스크린수,개봉8일_상영횟수,개봉8일_매출액,개봉8일_관객수,개봉8일_누적매출액,개봉8일_누적관객수,개봉8일_순위,개봉9일_날짜,개봉9일_스크린수,개봉9일_상영횟수,개봉9일_매출액,개봉9일_관객수,개봉9일_누적매출액,개봉9일_누적관객수,개봉9일_순위,개봉10일_날짜,개봉10일_스크린수,개봉10일_상영횟수,개봉10일_매출액,개봉10일_관객수,개봉10일_누적매출액,개봉10일_누적관객수,개봉10일_순위,기대지수,노기대지수
217,곤지암,20180328,21442194144,2675575,1124,88504,(주)쇼박스,20180804,공포(호러),정범식,6632,위하준|박지현|오아연|문예원|박성훈|이승욱|유제윤|,6.46,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172454,개봉이전,153,623,"532,525,300","68,083","532,525,300","68,083",,개봉1일(03/28),808,"3,501","1,256,715,400","198,365","1,789,240,700","266,448",1.0,개봉2일(03/29),849,"3,713","912,146,400","117,945","2,701,387,100","384,393",1.0,개봉3일(03/30),954,"4,237","1,545,170,863","185,811","4,246,557,963","570,204",1.0,개봉4일(03/31),"1,075","5,360","3,452,613,511","423,340","7,699,171,474","993,544",1.0,개봉5일(04/01),"1,124","5,433","3,047,696,300","373,836","10,746,867,774","1,367,380",1.0,개봉6일(04/02),927,"4,797","844,662,000","109,505","11,591,529,774","1,476,885",1.0,개봉7일(04/03),977,"4,820","673,013,300","87,577","12,264,543,074","1,564,462",1.0,개봉8일(04/04),989,"5,240","701,735,100","92,046","12,966,278,174","1,656,508",1.0,개봉9일(04/05),896,"4,758","600,953,900","78,273","13,567,232,074","1,734,781",2.0,개봉10일(04/06),922,"4,875","940,223,570","111,319","14,507,455,644","1,846,100",2.0,744,340
218,지금 만나러 갑니다,20180314,20800916128,2602273,1191,97538,롯데쇼핑㈜롯데엔터테인먼트,20170669,멜로/로맨스,이장훈,9915,소지섭|손예진|,8.72,https://movie.naver.com/movie/bi/mi/basic.nhn?code=168298,개봉이전,35,130,"175,598,600","22,580","175,598,600","22,580",,개봉1일(03/14),990,"4,276","682,198,900","89,772","857,797,500","112,352",1.0,개봉2일(03/15),"1,020","4,317","641,685,700","85,399","1,499,483,200","197,751",1.0,개봉3일(03/16),"1,051","4,579","1,048,910,675","125,650","2,548,393,875","323,401",1.0,개봉4일(03/17),"1,163","5,151","2,403,593,173","285,322","4,951,987,048","608,723",1.0,개봉5일(03/18),"1,163","5,066","2,295,273,100","272,180","7,247,260,148","880,903",1.0,개봉6일(03/19),"1,087","4,718","752,733,300","99,894","7,999,993,448","980,797",1.0,개봉7일(03/20),"1,092","4,693","709,021,900","94,239","8,709,015,348","1,075,036",1.0,개봉8일(03/21),"1,003","3,809","666,833,400","88,210","9,375,848,748","1,163,246",2.0,개봉9일(03/22),961,"3,996","626,521,300","83,417","10,002,370,048","1,246,663",2.0,개봉10일(03/23),"1,035","4,315","949,823,135","114,375","10,952,193,183","1,361,038",2.0,2078,190
219,목격자,20180815,21736545097,2524634,1021,71405,(주)넥스트엔터테인먼트월드(NEW),20170670,스릴러,조규장,26130,이성민|김상호|진경|곽시양|,4.98,https://movie.naver.com/movie/bi/mi/basic.nhn?code=169015,개봉이전,37,122,"213,778,800","24,080","213,778,800","24,080",,개봉1일(08/15),808,"3,539","3,195,156,400","368,981","3,408,935,200","393,061",3.0,개봉2일(08/16),808,"3,605","1,303,703,300","161,783","4,712,638,500","554,844",1.0,개봉3일(08/17),868,"3,868","1,578,674,964","177,251","6,291,313,464","732,095",1.0,개봉4일(08/18),"1,005","4,337","2,966,536,796","334,388","9,257,850,260","1,066,483",1.0,개봉5일(08/19),"1,021","4,335","2,676,107,300","298,946","11,933,957,560","1,365,429",1.0,개봉6일(08/20),971,"4,244","995,803,000","128,512","12,929,760,560","1,493,941",1.0,개봉7일(08/21),938,"4,185","893,602,800","109,251","13,823,363,360","1,603,192",1.0,개봉8일(08/22),840,"3,709","759,763,800","93,526","14,583,127,160","1,696,718",2.0,개봉9일(08/23),806,"3,340","556,800,700","67,553","15,139,927,860","1,764,271",2.0,개봉10일(08/24),842,"3,531","882,179,500","96,627","16,022,107,360","1,860,898",2.0,583,74
220,조선명탐정: 흡혈괴마의 비밀,20180208,19822839764,2444145,1249,74987,(주)쇼박스,20179205,사극,김석윤,5073,김명민|오달수|김지원|,6.64,https://movie.naver.com/movie/bi/mi/basic.nhn?code=165748,개봉이전,72,202,"272,427,200","35,646","272,427,200","35,646",,개봉1일(02/08),"1,140","5,972","1,062,967,600","142,796","1,335,394,800","178,442",1.0,개봉2일(02/09),"1,183","6,140","1,269,434,076","155,170","2,604,828,876","333,612",1.0,개봉3일(02/10),"1,249","6,608","2,740,175,669","327,600","5,345,004,545","661,212",1.0,개봉4일(02/11),"1,236","6,430","2,526,685,800","304,233","7,871,690,345","965,445",1.0,개봉5일(02/12),"1,165","5,887","688,680,700","91,433","8,560,371,045","1,056,878",1.0,개봉6일(02/13),"1,161","5,842","673,731,800","89,617","9,234,102,845","1,146,495",1.0,개봉7일(02/14),618,"2,387","547,907,400","72,063","9,782,010,245","1,218,558",3.0,개봉8일(02/15),691,"2,492","1,214,366,900","143,710","10,996,377,145","1,362,268",3.0,개봉9일(02/16),848,"2,943","1,978,435,030","231,673","12,974,812,175","1,593,941",2.0,개봉10일(02/17),"1,027","3,655","2,341,744,428","280,825","15,316,556,603","1,874,766",2.0,3955,259
221,국가부도의 날,20181128,17919903907,2222059,1180,54306,씨제이이앤엠(주),20177552,드라마,최국희,7876,김혜수|유아인|허준호|조우진|뱅상 카셀|,8.28,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164192,개봉이전,22,111,"173,615,300","19,208","173,615,300","19,208",,개봉1일(11/28),"1,180","5,726","1,800,650,600","301,330","1,974,265,900","320,538",1.0,개봉2일(11/29),"1,133","5,709","1,411,054,550","181,581","3,385,320,450","502,119",1.0,개봉3일(11/30),"1,156","5,964","2,049,727,220","242,516","5,435,047,670","744,635",1.0,개봉4일(12/01),"1,171","6,302","3,781,021,791","427,163","9,216,069,461","1,171,798",1.0,개봉5일(12/02),"1,152","6,166","3,542,110,050","400,083","12,758,179,511","1,571,881",1.0,개봉6일(12/03),"1,138","5,837","1,209,795,250","155,844","13,967,974,761","1,727,725",1.0,개봉7일(12/04),"1,173","5,824","1,112,397,950","144,472","15,080,372,711","1,872,197",1.0,개봉8일(12/05),975,"4,461","881,901,150","111,993","15,962,273,861","1,984,190",2.0,개봉9일(12/06),960,"4,044","852,869,550","108,907","16,815,143,411","2,093,097",2.0,개봉10일(12/07),982,"4,209","1,107,575,296","129,288","17,922,718,707","2,222,385",2.0,1172,275
222,명당,20180919,17894447524,2086418,1115,58423,메가박스중앙(주)플러스엠,20172204,사극,박희곤,14134,조승우|지성|김성균|문채원|유재명|박충선|백윤식|,7.08,https://movie.naver.com/movie/bi/mi/basic.nhn?code=162981,개봉이전,21,64,"87,836,400","11,099","87,836,400","11,099",,개봉1일(09/19),"1,069","4,440","872,730,650","108,903","960,567,050","120,002",2.0,개봉2일(09/20),"1,046","4,362","713,726,850","90,103","1,674,293,900","210,105",2.0,개봉3일(09/21),"1,043","4,588","1,014,440,129","114,575","2,688,734,029","324,680",3.0,개봉4일(09/22),"1,117","4,718","1,869,162,630","207,426","4,557,896,659","532,106",2.0,개봉5일(09/23),"1,079","4,508","2,089,687,450","227,736","6,647,584,109","759,842",2.0,개봉6일(09/24),"1,017","4,352","2,954,325,550","322,392","9,601,909,659","1,082,234",2.0,개봉7일(09/25),"1,039","4,356","3,051,185,900","342,088","12,653,095,559","1,424,322",2.0,개봉8일(09/26),942,"3,777","1,813,515,150","251,468","14,466,610,709","1,675,790",2.0,개봉9일(09/27),884,"3,582","427,128,600","54,855","14,893,739,309","1,730,645",3.0,개봉10일(09/28),872,"3,608","471,726,896","54,931","15,365,466,205","1,785,576",3.0,1758,112
223,협상,20180919,17028701166,1967149,918,57897,씨제이이앤엠(주),20177308,범죄,이종석,50670,손예진|현빈|,7.4,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164106,개봉이전,50,125,"211,357,800","24,577","211,357,800","24,577",,개봉1일(09/19),898,"3,889","646,188,400","81,031","857,546,200","105,608",4.0,개봉2일(09/20),883,"3,746","548,431,300","67,737","1,405,977,500","173,345",4.0,개봉3일(09/21),868,"3,794","888,359,079","99,740","2,294,336,579","273,085",4.0,개봉4일(09/22),869,"3,715","1,560,221,980","172,357","3,854,558,559","445,442",3.0,개봉5일(09/23),872,"3,603","1,592,119,200","173,105","5,446,677,759","618,547",3.0,개봉6일(09/24),896,"3,557","2,104,405,650","228,598","7,551,083,409","847,145",3.0,개봉7일(09/25),919,"3,651","2,323,130,100","257,940","9,874,213,509","1,105,085",3.0,개봉8일(09/26),838,"3,278","1,500,322,700","207,661","11,374,536,209","1,312,746",3.0,개봉9일(09/27),776,"3,284","505,686,500","62,393","11,880,222,709","1,375,139",2.0,개봉10일(09/28),798,"3,369","648,184,615","72,975","12,528,407,324","1,448,114",2.0,946,169
224,창궐,20181025,13275772490,1599290,1351,60693,(주)넥스트엔터테인먼트월드(NEW),20174981,사극,김성훈,11646,현빈|장동건|,5.13,https://movie.naver.com/movie/bi/mi/basic.nhn?code=160487,개봉이전,20,61,"100,887,900","11,370","100,887,900","11,370",,개봉1일(10/25),"1,283","6,237","1,238,347,750","156,629","1,339,235,650","167,999",1.0,개봉2일(10/26),"1,304","6,399","1,778,473,760","204,987","3,117,709,410","372,986",1.0,개봉3일(10/27),"1,351","6,908","3,050,261,104","340,570","6,167,970,514","713,556",1.0,개봉4일(10/28),"1,309","6,747","2,643,350,100","295,422","8,811,320,614","1,008,978",1.0,개봉5일(10/29),"1,330","6,363","871,590,600","128,950","9,682,911,214","1,137,928",1.0,개봉6일(10/30),"1,239","6,178","647,786,850","82,772","10,330,698,064","1,220,700",1.0,개봉7일(10/31),802,"2,824","553,678,450","93,528","10,884,376,514","1,314,228",3.0,개봉8일(11/01),706,"2,646","268,999,550","34,487","11,153,376,064","1,348,715",3.0,개봉9일(11/02),711,"2,657","354,507,468","41,687","11,507,883,532","1,390,402",3.0,개봉10일(11/03),679,"2,490","659,745,758","74,884","12,167,629,290","1,465,286",3.0,1631,238
225,성난황소,20181122,12829375587,1540004,1010,45908,(주)쇼박스,20184481,범죄,김민호,5825,마동석|송지효|,7.65,https://movie.naver.com/movie/bi/mi/basic.nhn?code=174835,개봉이전,311,"1,151","731,050,350","84,548","731,050,350","84,548",,개봉1일(11/22),978,"4,455","1,063,308,250","135,764","1,794,358,600","220,312",1.0,개봉2일(11/23),987,"4,558","1,309,860,882","151,350","3,104,219,482","371,662",2.0,개봉3일(11/24),"1,006","4,676","2,499,051,604","282,197","5,603,271,086","653,859",2.0,개봉4일(11/25),"1,010","4,639","2,368,503,500","267,159","7,971,774,586","921,018",2.0,개봉5일(11/26),972,"4,501","756,285,200","96,214","8,728,059,786","1,017,232",2.0,개봉6일(11/27),992,"4,271","650,848,900","82,845","9,378,908,686","1,100,077",2.0,개봉7일(11/28),695,"2,467","503,819,700","83,461","9,882,728,386","1,183,538",3.0,개봉8일(11/29),673,"2,408","339,691,200","43,961","10,222,419,586","1,227,499",3.0,개봉9일(11/30),669,"2,382","455,146,926","54,861","10,677,566,512","1,282,360",3.0,개봉10일(12/01),635,"2,151","758,416,725","87,084","11,435,983,237","1,369,444",3.0,476,115
226,리틀 포레스트,20180228,11927590185,1505997,884,68463,메가박스중앙(주)플러스엠,20170841,드라마,임순례,11447,김태리|류준열|문소리|진기주|,8.76,https://movie.naver.com/movie/bi/mi/basic.nhn?code=154449,개봉이전,35,84,"109,937,700","15,598","109,937,700","15,598",,개봉1일(02/28),831,"4,188","779,250,900","131,350","889,188,600","146,948",2.0,개봉2일(03/01),884,"4,274","1,385,057,900","167,097","2,274,246,500","314,045",2.0,개봉3일(03/02),830,"4,101","658,080,114","78,782","2,932,326,614","392,827",2.0,개봉4일(03/03),830,"3,950","1,292,433,216","154,014","4,224,759,830","546,841",2.0,개봉5일(03/04),833,"3,861","1,167,919,900","139,732","5,392,679,730","686,573",2.0,개봉6일(03/05),751,"3,710","385,233,100","50,835","5,777,912,830","737,408",2.0,개봉7일(03/06),766,"3,711","359,487,700","47,876","6,137,400,530","785,284",2.0,개봉8일(03/07),666,"3,095","303,065,600","40,047","6,440,466,130","825,331",3.0,개봉9일(03/08),579,"2,390","265,183,900","35,210","6,705,650,030","860,541",3.0,개봉10일(03/09),622,"2,552","407,934,330","48,732","7,113,584,360","909,273",3.0,5613,276
227,골든슬럼버,20180214,11412768798,1387508,833,43015,씨제이이앤엠(주),20168250,범죄,노동석,6084,강동원|김의성|한효주|김성균|김대명|,5.26,https://movie.naver.com/movie/bi/mi/basic.nhn?code=158112,개봉이전,23,48,"85,365,700","8,685","85,365,700","8,685",,개봉1일(02/14),762,"3,653","1,234,112,400","161,564","1,319,478,100","170,249",2.0,개봉2일(02/15),822,"3,626","1,566,288,200","183,922","2,885,766,300","354,171",2.0,개봉3일(02/16),815,"3,512","1,924,264,076","223,269","4,810,030,376","577,440",3.0,개봉4일(02/17),833,"3,535","1,993,410,706","236,581","6,803,441,082","814,021",3.0,개봉5일(02/18),809,"3,348","1,428,172,500","168,610","8,231,613,582","982,631",3.0,개봉6일(02/19),722,"3,219","473,886,400","62,366","8,705,499,982","1,044,997",2.0,개봉7일(02/20),720,"3,115","363,771,900","48,097","9,069,271,882","1,093,094",2.0,개봉8일(02/21),689,"2,935","324,272,900","42,786","9,393,544,782","1,135,880",2.0,개봉9일(02/22),623,"2,591","252,970,300","33,505","9,646,515,082","1,169,385",2.0,개봉10일(02/23),635,"2,574","296,606,354","35,745","9,943,121,436","1,205,130",3.0,4790,584
228,궁합,20180228,10478875438,1340117,966,52465,씨제이이앤엠(주),20150969,코미디,홍창표,23869,심은경|이승기|,6.48,https://movie.naver.com/movie/bi/mi/basic.nhn?code=141206,개봉이전,7,20,"38,737,000","4,602","38,737,000","4,602",,개봉1일(02/28),855,"4,103","1,060,297,900","175,057","1,099,034,900","179,659",1.0,개봉2일(03/01),876,"4,228","2,095,006,200","254,670","3,194,041,100","434,329",1.0,개봉3일(03/02),884,"4,283","848,457,053","103,101","4,042,498,153","537,430",1.0,개봉4일(03/03),966,"4,736","1,726,715,862","207,151","5,769,214,015","744,581",1.0,개봉5일(03/04),965,"4,576","1,504,691,700","179,647","7,273,905,715","924,228",1.0,개봉6일(03/05),855,"4,170","443,388,300","59,586","7,717,294,015","983,814",1.0,개봉7일(03/06),856,"4,101","393,224,900","53,369","8,110,518,915","1,037,183",1.0,개봉8일(03/07),747,"3,422","299,106,100","40,867","8,409,625,015","1,078,050",2.0,개봉9일(03/08),618,"2,596","247,526,700","33,911","8,657,151,715","1,111,961",4.0,개봉10일(03/09),630,"2,624","277,932,011","33,716","8,935,083,726","1,145,677",4.0,5828,572
229,사라진 밤,20180307,10697981316,1315726,925,60136,씨네그루(주)키다리이엔티,20178781,스릴러,이창희,10544,김상경|김강우|김희애|,7.0,https://movie.naver.com/movie/bi/mi/basic.nhn?code=165026,개봉이전,33,52,"62,042,900","8,223","62,042,900","8,223",,개봉1일(03/07),697,"3,386","438,121,700","57,161","500,164,600","65,384",1.0,개봉2일(03/08),608,"2,996","497,039,400","65,087","997,204,000","130,471",1.0,개봉3일(03/09),683,"3,207","769,400,659","91,236","1,766,604,659","221,707",1.0,개봉4일(03/10),857,"3,910","1,878,100,468","222,771","3,644,705,127","444,478",1.0,개봉5일(03/11),925,"3,991","1,767,419,500","209,500","5,412,124,627","653,978",1.0,개봉6일(03/12),790,"3,746","458,747,000","59,935","5,870,871,627","713,913",1.0,개봉7일(03/13),800,"3,753","416,611,400","54,522","6,287,483,027","768,435",1.0,개봉8일(03/14),675,"3,151","376,754,000","49,340","6,664,237,027","817,775",2.0,개봉9일(03/15),652,"3,076","298,371,100","39,473","6,962,608,127","857,248",2.0,개봉10일(03/16),683,"3,227","413,970,807","49,664","7,376,578,934","906,912",2.0,397,58
230,바람 바람 바람,20180405,9784385375,1194229,985,57969,(주)넥스트엔터테인먼트월드(NEW),20153447,코미디,이병헌,6165,이성민|신하균|송지효|이엘|,6.11,https://movie.naver.com/movie/bi/mi/basic.nhn?code=142739,개봉이전,38,101,"138,909,200","17,430","138,909,200","17,430",,개봉1일(04/05),792,"3,677","712,977,000","95,534","851,886,200","112,964",1.0,개봉2일(04/06),955,"4,105","1,036,065,712","135,974","1,887,951,912","248,938",1.0,개봉3일(04/07),985,"4,843","1,757,492,229","206,378","3,645,444,141","455,316",3.0,개봉4일(04/08),968,"4,658","1,382,875,900","161,658","5,028,320,041","616,974",3.0,개봉5일(04/09),881,"4,320","429,372,800","56,883","5,457,692,841","673,857",1.0,개봉6일(04/10),884,"4,329","415,622,900","54,858","5,873,315,741","728,715",1.0,개봉7일(04/11),876,"4,255","456,117,500","58,994","6,329,433,241","787,709",1.0,개봉8일(04/12),584,"2,592","280,290,900","36,074","6,609,724,141","823,783",2.0,개봉9일(04/13),608,"2,650","364,532,712","42,063","6,974,256,853","865,846",3.0,개봉10일(04/14),623,"2,620","763,666,830","86,145","7,737,923,683","951,991",4.0,774,97
231,챔피언,20180501,9471138230,1128774,874,47357,워너브러더스 코리아(주),20189783,드라마,김용완,29365,마동석|권율|한예리|,6.34,https://movie.naver.com/movie/bi/mi/basic.nhn?code=169347,개봉이전,11,14,"30,074,000","3,455","30,074,000","3,455",,개봉1일(05/01),795,"3,892","1,101,385,100","139,965","1,131,459,100","143,420",2.0,개봉2일(05/02),816,"3,921","499,955,400","62,830","1,631,414,500","206,250",2.0,개봉3일(05/03),815,"3,697","431,615,800","54,305","2,063,030,300","260,555",2.0,개봉4일(05/04),812,"3,701","648,677,347","75,687","2,711,707,647","336,242",2.0,개봉5일(05/05),806,"3,275","1,479,287,840","170,126","4,190,995,487","506,368",2.0,개봉6일(05/06),839,"3,452","1,713,453,600","194,847","5,904,449,087","701,215",2.0,개봉7일(05/07),874,"3,580","1,268,328,400","147,452","7,172,777,487","848,667",2.0,개봉8일(05/08),822,"3,644","333,931,200","42,277","7,506,708,687","890,944",2.0,개봉9일(05/09),626,"2,405","175,946,400","22,102","7,682,655,087","913,046",3.0,개봉10일(05/10),601,"2,176","136,060,900","17,225","7,818,715,987","930,271",3.0,726,101
232,염력,20180131,7484684112,990111,1099,45676,(주)넥스트엔터테인먼트월드(NEW),20168323,드라마,연상호,7902,류승룡|심은경|,5.01,https://movie.naver.com/movie/bi/mi/basic.nhn?code=153651,개봉이전,8,31,"60,300,000","8,581","60,300,000","8,581",,개봉1일(01/31),"1,099","6,347","1,617,241,600","264,711","1,677,541,600","273,292",1.0,개봉2일(02/01),"1,053","5,998","763,114,000","101,924","2,440,655,600","375,216",1.0,개봉3일(02/02),"1,051","5,717","862,511,977","103,337","3,303,167,577","478,553",1.0,개봉4일(02/03),946,"5,171","1,716,622,380","204,075","5,019,789,957","682,628",1.0,개봉5일(02/04),916,"4,735","1,373,258,900","164,349","6,393,048,857","846,977",2.0,개봉6일(02/05),839,"4,075","265,169,200","35,464","6,658,218,057","882,441",2.0,개봉7일(02/06),839,"3,802","224,531,800","30,414","6,882,749,857","912,855",2.0,개봉8일(02/07),766,"3,108","165,639,100","22,656","7,048,388,957","935,511",4.0,개봉9일(02/08),535,"1,333","123,357,300","15,130","7,171,746,257","950,641",5.0,개봉10일(02/09),500,"1,265","59,486,924","7,287","7,231,233,181","957,928",8.0,4301,1096
233,인랑,20180725,7006622673,898945,1085,25427,워너브러더스 코리아(주),20170942,SF,김지운,10195,강동원|한효주|정우성|김무열|,3.85,https://movie.naver.com/movie/bi/mi/basic.nhn?code=109906,개봉이전,69,96,"193,800,900","19,666","193,800,900","19,666",,개봉1일(07/25),"1,085","4,503","1,692,595,700","274,510","1,886,396,600","294,176",2.0,개봉2일(07/26),"1,029","4,270","795,441,000","101,715","2,681,837,600","395,891",2.0,개봉3일(07/27),977,"3,838","778,547,050","88,857","3,460,384,650","484,748",3.0,개봉4일(07/28),829,"3,141","1,290,564,256","145,053","4,750,948,906","629,801",3.0,개봉5일(07/29),805,"2,755","1,149,367,100","129,514","5,900,316,006","759,315",3.0,개봉6일(07/30),712,"2,501","424,181,000","53,845","6,324,497,006","813,160",4.0,개봉7일(07/31),694,"2,393","387,591,400","49,925","6,712,088,406","863,085",4.0,개봉8일(08/01),274,393,"47,501,700","6,072","6,759,590,106","869,157",7.0,개봉9일(08/02),232,332,"38,337,600","4,966","6,797,927,706","874,123",7.0,개봉10일(08/03),207,288,"34,799,373","4,267","6,832,727,079","878,390",7.0,2941,948
234,레슬러,20180509,6481379657,771141,957,43149,롯데쇼핑㈜롯데엔터테인먼트,20177005,드라마,김대웅,8150,유해진|김민재|이성경|,4.86,https://movie.naver.com/movie/bi/mi/basic.nhn?code=159877,개봉이전,156,595,"471,461,800","53,608","471,461,800","53,608",,개봉1일(05/09),878,"4,613","503,920,900","63,660","975,382,700","117,268",2.0,개봉2일(05/10),881,"4,442","426,906,800","53,923","1,402,289,500","171,191",2.0,개봉3일(05/11),902,"4,614","593,749,474","69,096","1,996,038,974","240,287",2.0,개봉4일(05/12),957,"4,893","1,451,088,483","163,425","3,447,127,457","403,712",2.0,개봉5일(05/13),947,"4,692","1,179,986,600","133,059","4,627,114,057","536,771",2.0,개봉6일(05/14),878,"4,191","258,721,700","32,344","4,885,835,757","569,115",2.0,개봉7일(05/15),923,"4,120","294,878,000","38,090","5,180,713,757","607,205",2.0,개봉8일(05/16),637,"2,195","159,111,000","20,525","5,339,824,757","627,730",3.0,개봉9일(05/17),528,"1,494","140,423,900","18,316","5,480,248,657","646,046",4.0,개봉10일(05/18),552,"1,546","169,109,900","21,948","5,649,358,557","667,994",4.0,523,162
235,상류사회,20180829,6312258163,768249,867,41705,롯데컬처웍스(주)롯데엔터테인먼트,20177537,드라마,변혁,11005,박해일|수애|,4.29,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172010,개봉이전,6,15,"30,086,000","3,288","30,086,000","3,288",,개봉1일(08/29),867,"3,691","843,052,500","131,795","873,138,500","135,083",2.0,개봉2일(08/30),820,"3,590","679,783,300","82,912","1,552,921,800","217,995",2.0,개봉3일(08/31),841,"3,634","791,758,200","89,069","2,344,680,000","307,064",2.0,개봉4일(09/01),797,"3,510","907,570,913","99,858","3,252,250,913","406,922",3.0,개봉5일(09/02),773,"3,307","931,357,450","101,729","4,183,608,363","508,651",3.0,개봉6일(09/03),736,"3,113","333,814,700","41,450","4,517,423,063","550,101",3.0,개봉7일(09/04),726,"2,994","279,305,600","34,856","4,796,728,663","584,957",3.0,개봉8일(09/05),688,"2,775","213,014,600","26,714","5,009,743,263","611,671",3.0,개봉9일(09/06),562,"2,077","160,464,700","20,053","5,170,207,963","631,724",3.0,개봉10일(09/07),565,"2,071","197,051,800","22,159","5,367,259,763","653,883",3.0,364,467
236,물괴,20180912,6108426954,723951,1184,46082,"롯데컬처웍스(주)롯데엔터테인먼트,씨네그루(주)키다리이엔티",20156554,액션,허종호,7215,김명민|김인권|혜리|최우식|,4.87,https://movie.naver.com/movie/bi/mi/basic.nhn?code=132996,개봉이전,27,52,"64,117,500","7,437","64,117,500","7,437",,개봉1일(09/12),"1,183","6,519","839,276,950","105,255","903,394,450","112,692",1.0,개봉2일(09/13),"1,151","6,385","621,997,100","79,106","1,525,391,550","191,798",1.0,개봉3일(09/14),"1,163","6,409","804,602,701","93,286","2,329,994,251","285,084",2.0,개봉4일(09/15),"1,108","6,359","1,565,342,203","177,848","3,895,336,454","462,932",2.0,개봉5일(09/16),"1,095","6,055","1,330,130,100","150,958","5,225,466,554","613,890",2.0,개봉6일(09/17),"1,034","5,264","298,345,300","37,928","5,523,811,854","651,818",2.0,개봉7일(09/18),"1,043","4,973","240,762,550","30,590","5,764,574,404","682,408",2.0,개봉8일(09/19),341,662,"23,985,550","3,083","5,788,559,954","685,491",6.0,개봉9일(09/20),316,543,"21,007,650","2,784","5,809,567,604","688,275",8.0,개봉10일(09/21),290,471,"24,296,800","2,916","5,833,864,404","691,191",6.0,1274,245
237,미쓰백,20181011,6038591066,722004,671,41969,(주)리틀빅픽쳐스,20189067,드라마,이지원,7084,한지민|김시아|이희준|,9.12,https://movie.naver.com/movie/bi/mi/basic.nhn?code=155356,개봉이전,8,59,"90,701,800","10,432","90,701,800","10,432",,개봉1일(10/11),547,"2,141","175,564,100","21,887","266,265,900","32,319",3.0,개봉2일(10/12),582,"2,183","285,873,789","34,098","552,139,689","66,417",3.0,개봉3일(10/13),624,"2,190","542,380,727","60,163","1,094,520,416","126,580",3.0,개봉4일(10/14),618,"2,238","607,101,250","67,207","1,701,621,666","193,787",3.0,개봉5일(10/15),600,"2,328","255,648,350","32,491","1,957,270,016","226,278",3.0,개봉6일(10/16),638,"2,360","232,982,800","29,266","2,190,252,816","255,544",3.0,개봉7일(10/17),634,"2,411","253,802,950","31,884","2,444,055,766","287,428",3.0,개봉8일(10/18),587,"1,425","171,876,700","21,416","2,615,932,466","308,844",4.0,개봉9일(10/19),632,"1,597","274,925,000","31,840","2,890,857,466","340,684",4.0,개봉10일(10/20),663,"1,944","511,954,600","57,441","3,402,812,066","398,125",4.0,690,78
